iter	Logloss
120	0.0001303268905
121	0.0001303268905
122	0.0001303268905
123	0.0001303268905
124	0.0001303268905
125	0.0001303268905
126	0.0001303268905
127	0.0001303268905
128	0.0001303268905
129	0.0001303268905
130	0.0001303268905
131	0.0001303268905
132	0.0001303268905
133	0.0001303268905
134	0.0001303268905
135	0.0001303268905
136	0.0001303268905
137	0.0001303268905
138	0.0001303268905
139	0.0001303268905
140	0.0001303268905
141	0.0001303268905
142	0.0001303268905
143	0.0001303268905
144	0.0001303268905
145	0.0001303268905
146	0.0001303268905
147	0.0001303268905
148	0.0001303268905
149	0.0001303268905
150	0.0001303268905
151	0.0001303268905
152	0.0001303268905
153	0.0001303268905
154	0.0001303268905
155	0.0001303268905
156	0.0001303268905
157	0.0001303268905
158	0.0001303268905
159	0.0001303268905
160	0.0001303268905
161	0.0001303268905
162	0.0001303268905
163	0.0001303268905
164	0.0001303268905
165	0.0001303268905
166	0.0001303268905
167	0.0001303268905
168	0.0001303268905
169	0.0001303268905
170	0.0001303268905
171	0.0001303268905
172	0.0001303268905
173	0.0001303268905
174	0.0001303268905
175	0.0001303268905
176	0.0001303268905
177	0.0001303268905
178	0.0001303268905
179	0.0001303268905
180	0.0001303268905
181	0.0001303268905
182	0.0001303268905
183	0.0001303268905
184	0.0001303268905
185	0.0001303268905
186	0.0001303268905
187	0.0001303268905
188	0.0001303268905
189	0.0001303268905
190	0.0001303268905
191	0.0001303268905
192	0.0001303268905
193	0.0001303268905
194	0.0001303268905
195	0.0001303268905
196	0.0001303268905
197	0.0001303268905
198	0.0001303268905
199	0.0001303268905
200	0.0001303268905
201	0.0001303268905
202	0.0001303268905
203	0.0001303268905
204	0.0001303268905
205	0.0001303268905
206	0.0001303268905
207	0.0001303268905
208	0.0001303268905
209	0.0001303268905
210	0.0001303268905
211	0.0001303268905
212	0.0001303268905
213	0.0001303268905
214	0.0001303268905
215	0.0001303268905
216	0.0001303268905
217	0.0001303268905
218	0.0001303268905
219	0.0001303268905
220	0.0001303268905
221	0.0001303268905
222	0.0001303268905
223	0.0001303268905
224	0.0001303268905
225	0.0001303268905
226	0.0001303268905
227	0.0001303268905
228	0.0001303268905
229	0.0001303268905
230	0.0001303268905
231	0.0001303268905
232	0.0001303268905
233	0.0001303268905
234	0.0001303268905
235	0.0001303268905
236	0.0001303268905
237	0.0001303268905
238	0.0001303268905
239	0.0001303268905
240	0.0001303268905
241	0.0001303268905
242	0.0001303268905
243	0.0001303268905
244	0.0001303268905
245	0.0001303268905
246	0.0001303268905
247	0.0001303268905
248	0.0001303268905
249	0.0001303268905
250	0.0001303268905
251	0.0001303268905
252	0.0001303268905
253	0.0001303268905
254	0.0001303268905
255	0.0001303268905
256	0.0001303268905
257	0.0001303268905
258	0.0001303268905
259	0.0001303268905
260	0.0001303268905
261	0.0001303268905
262	0.0001303268905
263	0.0001303268905
264	0.0001303268905
265	0.0001303268905
266	0.0001303268905
267	0.0001303268905
268	0.0001303268905
269	0.0001303268905
270	0.0001303268905
271	0.0001303268905
272	0.0001303268905
273	0.0001303268905
274	0.0001303268905
275	0.0001303268905
276	0.0001303268905
277	0.0001303268905
278	0.0001303268905
279	0.0001303268905
280	0.0001303268905
281	0.0001303268905
282	0.0001303268905
283	0.0001303268905
284	0.0001303268905
285	0.0001303268905
286	0.0001303268905
287	0.0001303268905
288	0.0001303268905
289	0.0001303268905
290	0.0001303268905
291	0.0001303268905
292	0.0001303268905
293	0.0001303268905
294	0.0001303268905
295	0.0001303268905
296	0.0001303268905
297	0.0001303268905
298	0.0001303268905
299	0.0001303268905
300	0.0001303268905
301	0.0001303268905
302	0.0001303268905
303	0.0001303268905
304	0.0001303268905
305	0.0001303268905
306	0.0001303268905
307	0.0001303268905
308	0.0001303268905
309	0.0001303268905
310	0.0001303268905
311	0.0001303268905
312	0.0001303268905
313	0.0001303268905
314	0.0001303268905
315	0.0001303268905
316	0.0001303268905
317	0.0001303268905
318	0.0001303268905
319	0.0001303268905
320	0.0001303268905
321	0.0001303268905
322	0.0001303268905
323	0.0001303268905
324	0.0001303268905
325	0.0001303268905
326	0.0001303268905
327	0.0001303268905
328	0.0001303268905
329	0.0001303268905
330	0.0001303268905
331	0.0001303268905
332	0.0001303268905
333	0.0001303268905
334	0.0001303268905
335	0.0001303268905
336	0.0001303268905
337	0.0001303268905
338	0.0001303268905
339	0.0001303268905
340	0.0001303268905
341	0.0001303268905
342	0.0001303268905
343	0.0001303268905
344	0.0001303268905
345	0.0001303268905
346	0.0001303268905
347	0.0001303268905
348	0.0001303268905
349	0.0001303268905
350	0.0001303268905
351	0.0001303268905
352	0.0001303268905
353	0.0001303268905
354	0.0001303268905
355	0.0001303268905
356	0.0001303268905
357	0.0001303268905
358	0.0001303268905
359	0.0001303268905
360	0.0001303268905
361	0.0001303268905
362	0.0001303268905
363	0.0001303268905
364	0.0001303268905
365	0.0001303268905
366	0.0001303268905
367	0.0001303268905
368	0.0001303268905
369	0.0001303268905
370	0.0001303268905
371	0.0001303268905
372	0.0001303268905
373	0.0001303268905
374	0.0001303268905
375	0.0001303268905
376	0.0001303268905
377	0.0001303268905
378	0.0001303268905
379	0.0001303268905
380	0.0001303268905
381	0.0001303268905
382	0.0001303268905
383	0.0001303268905
384	0.0001303268905
385	0.0001303268905
386	0.0001303268905
387	0.0001303268905
388	0.0001303268905
389	0.0001303268905
390	0.0001303268905
391	0.0001303268905
392	0.0001303268905
393	0.0001303268905
394	0.0001303268905
395	0.0001303268905
396	0.0001303268905
397	0.0001303268905
398	0.0001303268905
399	0.0001303268905

